,Player,Season,GP,W,Sv%,GAA,Age
3579,Ryan Bach,19981999,3,0,0.879,4.45,25
3580,Ryan Miller,20022003,15,6,0.902,2.63,22
3581,Ryan Miller,20032004,3,0,0.795,5.06,23
3582,Ryan Miller,20052006,48,30,0.914,2.6,25
3583,Ryan Miller,20062007,63,40,0.911,2.73,26
3584,Ryan Miller,20072008,76,36,0.906,2.64,27
3585,Ryan Miller,20082009,59,34,0.918,2.53,28
3586,Ryan Miller,20092010,69,41,0.929,2.22,29
3587,Ryan Miller,20102011,66,34,0.916,2.59,30
3588,Ryan Miller,20112012,61,31,0.916,2.54,31
3589,Ryan Miller,20122013,40,17,0.915,2.81,32
3590,Ryan Miller,20132014,59,25,0.918,2.64,33
3591,Ryan Miller,20142015,45,29,0.911,2.53,34
3592,Ryan Miller,20152016,51,17,0.916,2.7,35
3593,Ryan Miller,20162017,54,18,0.914,2.8,36
3594,Ryan Miller,20172018,28,12,0.928,2.35,37
3595,Ryan Miller,20182019,20,8,0.912,2.76,38
3596,Ryan Miller,20192020,23,9,0.907,3.1,39
3597,Ryan Miller,20202021,16,4,0.882,3.51,40
3598,Sam Montembeault,20182019,11,4,0.894,3.04,22
3599,Sam Montembeault,20192020,14,5,0.89,3.34,23
3600,Sam St. Laurent,19851986,4,2,0.883,4.15,26
3601,Sam St. Laurent,19861987,6,1,0.881,2.81,27
3602,Sam St. Laurent,19871988,6,2,0.892,3.27,28
3603,Sam St. Laurent,19881989,4,0,0.901,3.83,29
3604,Sam St. Laurent,19891990,14,2,0.882,3.76,30
3605,Sami Aittokallio,20122013,1,0,0.92,2.43,20
3606,Sami Aittokallio,20132014,1,0,0.833,4.5,21
3607,Scott Bailey,19951996,11,5,0.883,3.26,23
3608,Scott Bailey,19961997,8,1,0.867,3.66,24
3609,Scott Clemmensen,20012002,2,0,0.8,2.95,24
3610,Scott Clemmensen,20032004,4,3,0.952,1.01,26
3611,Scott Clemmensen,20052006,13,3,0.881,3.35,28
3612,Scott Clemmensen,20062007,6,1,0.889,3.14,29
3613,Scott Clemmensen,20072008,3,1,0.839,3.89,30
3614,Scott Clemmensen,20082009,40,25,0.917,2.39,31
3615,Scott Clemmensen,20092010,23,9,0.912,2.91,32
3616,Scott Clemmensen,20102011,31,8,0.911,2.62,33
3617,Scott Clemmensen,20112012,30,14,0.913,2.57,34
3618,Scott Clemmensen,20122013,19,3,0.874,3.67,35
3619,Scott Clemmensen,20132014,17,6,0.896,3.08,36
3620,Scott Clemmensen,20142015,3,0,0.852,4.73,37
3621,Scott Darling,20142015,14,9,0.936,1.95,26
3622,Scott Darling,20152016,29,12,0.915,2.58,27
3623,Scott Darling,20162017,32,18,0.924,2.38,28
3624,Scott Darling,20172018,43,13,0.888,3.18,29
3625,Scott Darling,20182019,8,2,0.884,3.34,30
3626,Scott Fankhouser,19992000,16,2,0.891,3.2,24
3627,Scott Fankhouser,20002001,7,2,0.9,3.7,25
3628,Scott Foster,20172018,1,0,1.0,0.0,35
3629,Scott Gordon,19891990,10,2,0.856,5.33,26
3630,Scott Gordon,19901991,13,0,0.787,5.94,27
3631,Scott King,19901991,1,0,0.818,2.66,23
3632,Scott King,19911992,1,0,0.8,3.65,24
3633,Scott Langkow,19951996,1,0,1.0,0.0,20
3634,Scott Langkow,19971998,3,0,0.833,4.39,22
3635,Scott Langkow,19981999,1,0,0.824,5.08,23
3636,Scott Langkow,19992000,15,3,0.861,4.31,24
3637,Scott Wedgewood,20152016,4,2,0.957,1.25,23
3638,Scott Wedgewood,20172018,20,5,0.893,3.45,25
3639,Scott Wedgewood,20202021,16,3,0.9,3.11,28
3640,Sean Burke,19871988,13,10,0.883,3.05,20
3641,Sean Burke,19881989,62,22,0.873,3.84,21
3642,Sean Burke,19891990,52,22,0.88,3.6,22
3643,Sean Burke,19901991,35,8,0.872,3.59,23
3644,Sean Burke,19921993,50,16,0.876,4.16,25
3645,Sean Burke,19931994,47,17,0.906,2.99,26
3646,Sean Burke,19941995,42,17,0.912,2.68,27
3647,Sean Burke,19951996,66,28,0.907,3.11,28
3648,Sean Burke,19961997,51,22,0.914,2.69,29
3649,Sean Burke,19971998,52,16,0.896,2.95,30
3650,Sean Burke,19981999,59,21,0.907,2.66,31
3651,Sean Burke,19992000,42,19,0.914,2.55,32
3652,Sean Burke,20002001,62,25,0.922,2.27,33
3653,Sean Burke,20012002,60,33,0.92,2.29,34
3654,Sean Burke,20022003,22,12,0.93,2.11,35
3655,Sean Burke,20032004,47,16,0.909,2.72,36
3656,Sean Burke,20052006,35,14,0.895,2.8,38
3657,Sean Burke,20062007,23,6,0.901,3.12,39
3658,Sean Gauthier,19981999,1,0,1.0,0.0,27
3659,Sebastien Caron,20022003,24,7,0.916,2.64,22
3660,Sebastien Caron,20032004,40,9,0.883,3.74,23
3661,Sebastien Caron,20052006,26,8,0.881,3.98,25
3662,Sebastien Caron,20062007,2,1,0.935,1.36,26
3663,Sebastien Caron,20112012,3,1,0.877,3.12,31
3664,Sebastien Centomo,20012002,1,0,0.75,4.5,20
3665,Sebastien Charpentier,20012002,2,1,0.936,2.46,24
3666,Sebastien Charpentier,20022003,17,5,0.906,2.79,25
3667,Sebastien Charpentier,20032004,7,0,0.875,3.41,26
3668,Semyon Varlamov,20082009,6,4,0.918,2.37,20
3669,Semyon Varlamov,20092010,26,15,0.909,2.55,21
3670,Semyon Varlamov,20102011,27,11,0.924,2.23,22
3671,Semyon Varlamov,20112012,53,26,0.913,2.59,23
3672,Semyon Varlamov,20122013,35,11,0.903,3.02,24
3673,Semyon Varlamov,20132014,63,41,0.927,2.41,25
3674,Semyon Varlamov,20142015,57,28,0.921,2.56,26
3675,Semyon Varlamov,20152016,57,27,0.914,2.81,27
3676,Semyon Varlamov,20162017,24,6,0.898,3.38,28
3677,Semyon Varlamov,20172018,51,24,0.92,2.68,29
3678,Semyon Varlamov,20182019,49,20,0.909,2.87,30
3679,Semyon Varlamov,20192020,45,19,0.914,2.62,31
3680,Semyon Varlamov,20202021,36,19,0.929,2.04,32
3681,Sergei Bobrovsky,20102011,54,28,0.915,2.59,22
3682,Sergei Bobrovsky,20112012,29,14,0.899,3.02,23
3683,Sergei Bobrovsky,20122013,38,21,0.932,2.0,24
3684,Sergei Bobrovsky,20132014,58,32,0.923,2.38,25
3685,Sergei Bobrovsky,20142015,51,30,0.918,2.68,26
3686,Sergei Bobrovsky,20152016,37,15,0.908,2.75,27
3687,Sergei Bobrovsky,20162017,63,41,0.931,2.06,28
3688,Sergei Bobrovsky,20172018,65,37,0.921,2.42,29
3689,Sergei Bobrovsky,20182019,62,37,0.913,2.58,30
3690,Sergei Bobrovsky,20192020,50,23,0.9,3.23,31
3691,Sergei Bobrovsky,20202021,31,19,0.906,2.91,32
3692,Sergei Mylnikov,19891990,10,1,0.857,4.97,31
3693,Seth Martin,19671968,30,9,0.914,2.6,34
3694,Shawn Hunwick,20112012,1,0,,0.0,24
3695,Shawn MacKenzie,19821983,6,0,0.779,6.92,20
3696,Simon Lajeunesse,20012002,1,0,1.0,0.0,20
3697,Spencer Knight,20202021,4,4,0.919,2.32,19
3698,Spencer Martin,20162017,3,0,0.865,4.35,21
3699,Stephane Beauregard,19891990,19,7,0.896,3.28,21
3700,Stephane Beauregard,19901991,16,3,0.87,3.95,22
3701,Stephane Beauregard,19911992,26,6,0.9,2.89,23
3702,Stephane Beauregard,19921993,16,3,0.854,4.41,24
3703,Stephane Beauregard,19931994,13,0,0.839,4.88,25
3704,Stephane Fiset,19891990,6,0,0.828,5.97,19
3705,Stephane Fiset,19901991,3,0,0.902,3.86,20
3706,Stephane Fiset,19911992,23,7,0.89,3.76,21
3707,Stephane Fiset,19921993,37,18,0.884,3.4,22
3708,Stephane Fiset,19931994,50,20,0.89,3.39,23
3709,Stephane Fiset,19941995,32,17,0.91,2.78,24
3710,Stephane Fiset,19951996,37,22,0.898,2.93,25
3711,Stephane Fiset,19961997,44,13,0.906,3.19,26
3712,Stephane Fiset,19971998,60,26,0.909,2.71,27
3713,Stephane Fiset,19981999,42,18,0.915,2.6,28
3714,Stephane Fiset,19992000,47,20,0.901,2.75,29
3715,Stephane Fiset,20002001,7,3,0.853,3.58,30
3716,Stephane Fiset,20012002,2,0,0.883,3.85,31
3717,Steve Baker,19791980,27,9,0.882,3.41,22
3718,Steve Baker,19801981,21,10,0.88,3.49,23
3719,Steve Baker,19811982,6,1,0.795,6.03,24
3720,Steve Baker,19821983,3,0,0.881,2.98,25
3721,Steve Guenette,19861987,2,0,0.846,4.3,21
3722,Steve Guenette,19871988,19,12,0.895,3.35,22
3723,Steve Guenette,19881989,11,5,0.867,4.29,23
3724,Steve Guenette,19891990,2,1,0.84,4.02,24
3725,Steve Guenette,19901991,1,1,0.867,4.0,25
3726,Steve Janaszek,19791980,1,0,0.929,2.0,22
3727,Steve Janaszek,19811982,2,0,0.857,7.8,24
3728,Steve Mason,20082009,61,33,0.916,2.29,20
3729,Steve Mason,20092010,58,20,0.901,3.05,21
3730,Steve Mason,20102011,54,24,0.901,3.03,22
3731,Steve Mason,20112012,46,16,0.894,3.39,23
3732,Steve Mason,20122013,20,7,0.916,2.59,24
3733,Steve Mason,20132014,61,33,0.917,2.5,25
3734,Steve Mason,20142015,51,18,0.928,2.25,26
3735,Steve Mason,20152016,54,23,0.918,2.51,27
3736,Steve Mason,20162017,58,26,0.908,2.66,28
3737,Steve Mason,20172018,13,5,0.906,3.24,29
3738,Steve McKichan,19901991,1,0,0.75,6.0,23
3739,Steve Passmore,19981999,6,1,0.907,2.82,25
3740,Steve Passmore,19992000,24,7,0.904,2.72,26
3741,Steve Passmore,20002001,20,3,0.888,2.89,27
3742,Steve Passmore,20012002,23,8,0.904,2.26,28
3743,Steve Passmore,20022003,11,2,0.866,3.7,29
3744,Steve Passmore,20032004,9,2,0.896,2.89,30
3745,Steve Penney,19831984,4,0,0.835,4.76,22
3746,Steve Penney,19841985,54,26,0.876,3.09,23
3747,Steve Penney,19851986,18,6,0.839,4.38,24
3748,Steve Penney,19861987,7,1,0.812,4.6,25
3749,Steve Penney,19871988,8,2,0.838,4.68,26
3750,Steve Shields,19951996,2,1,0.875,3.19,23
3751,Steve Shields,19961997,13,3,0.913,2.96,24
3752,Steve Shields,19971998,16,3,0.909,2.83,25
3753,Steve Shields,19981999,37,15,0.921,2.22,26
3754,Steve Shields,19992000,67,27,0.911,2.56,27
3755,Steve Shields,20002001,21,6,0.911,2.48,28
3756,Steve Shields,20012002,33,9,0.907,2.67,29
3757,Steve Shields,20022003,36,12,0.896,2.76,30
3758,Steve Shields,20032004,16,3,0.879,3.44,31
3759,Steve Shields,20052006,5,1,0.853,4.28,33
3760,Steve Valiquette,19992000,6,2,0.949,1.87,22
3761,Steve Valiquette,20032004,3,1,0.897,3.59,26
3762,Steve Valiquette,20062007,3,1,0.867,3.14,29
3763,Steve Valiquette,20072008,13,5,0.916,2.19,30
3764,Steve Valiquette,20082009,15,5,0.907,2.84,31
3765,Steve Valiquette,20092010,6,2,0.852,3.74,32
3766,Steve Weeks,19801981,1,0,0.909,2.04,22
3767,Steve Weeks,19811982,49,23,0.868,3.77,23
3768,Steve Weeks,19821983,18,9,0.862,3.92,24
3769,Steve Weeks,19831984,26,10,0.864,3.98,25
3770,Steve Weeks,19841985,24,10,0.873,3.8,26
3771,Steve Weeks,19851986,27,13,0.863,3.85,27
3772,Steve Weeks,19861987,25,12,0.873,3.42,28
3773,Steve Weeks,19871988,27,10,0.872,3.52,29
3774,Steve Weeks,19881989,35,11,0.892,2.98,30
3775,Steve Weeks,19891990,21,4,0.872,4.15,31
3776,Steve Weeks,19901991,1,0,0.793,6.11,32
3777,Steve Weeks,19911992,30,10,0.887,3.69,33
3778,Steve Weeks,19921993,7,0,0.792,7.22,34
3779,Stuart Skinner,20202021,1,1,0.868,5.03,22
3780,Ted Ouimet,19681969,1,0,0.935,2.02,21
3781,Ted Tucker,19731974,5,1,0.892,3.39,24
3782,Terrance Richardson,19731974,9,1,0.828,5.35,20
3783,Terrance Richardson,19741975,4,1,0.758,6.86,21
3784,Terrance Richardson,19751976,1,0,0.806,7.0,22
3785,Terrance Richardson,19761977,5,1,0.869,4.02,23
3786,Terrance Richardson,19781979,1,0,0.75,9.0,25
3787,Terry Kleisinger,19851986,4,0,0.872,4.42,25
3788,Terry Sawchuk,19501951,70,44,,1.97,21
3789,Terry Sawchuk,19511952,70,44,,1.9,22
3790,Terry Sawchuk,19521953,63,32,,1.89,23
3791,Terry Sawchuk,19531954,67,35,,1.93,24
3792,Terry Sawchuk,19541955,68,40,,1.96,25
3793,Terry Sawchuk,19551956,68,22,0.916,2.6,26
3794,Terry Sawchuk,19561957,34,18,0.92,2.38,27
3795,Terry Sawchuk,19571958,70,29,0.905,2.94,28
3796,Terry Sawchuk,19581959,67,23,0.896,3.09,29
3797,Terry Sawchuk,19591960,58,24,0.909,2.66,30
3798,Terry Sawchuk,19601961,37,11,0.897,3.13,31
3799,Terry Sawchuk,19611962,43,14,0.888,3.28,32
3800,Terry Sawchuk,19621963,48,21,0.912,2.54,33
3801,Terry Sawchuk,19631964,53,25,0.916,2.64,34
3802,Terry Sawchuk,19641965,36,16,0.915,2.56,35
3803,Terry Sawchuk,19651966,27,10,0.903,3.16,36
3804,Terry Sawchuk,19661967,28,16,0.917,2.81,37
3805,Terry Sawchuk,19671968,36,10,0.891,3.07,38
3806,Terry Sawchuk,19681969,13,4,0.912,2.63,39
3807,Terry Sawchuk,19691970,8,3,0.893,2.91,40
3808,Thatcher Demko,20172018,1,1,0.867,3.91,22
3809,Thatcher Demko,20182019,9,4,0.913,2.81,23
3810,Thatcher Demko,20192020,27,13,0.905,3.06,24
3811,Thatcher Demko,20202021,35,16,0.915,2.85,25
3812,Thomas Greiss,20072008,3,0,0.86,3.26,21
3813,Thomas Greiss,20092010,16,7,0.912,2.68,23
3814,Thomas Greiss,20112012,19,9,0.915,2.3,25
3815,Thomas Greiss,20122013,6,1,0.915,2.53,26
3816,Thomas Greiss,20132014,25,10,0.92,2.29,27
3817,Thomas Greiss,20142015,20,9,0.908,2.59,28
3818,Thomas Greiss,20152016,41,23,0.925,2.36,29
3819,Thomas Greiss,20162017,51,26,0.913,2.69,30
3820,Thomas Greiss,20172018,27,13,0.892,3.82,31
3821,Thomas Greiss,20182019,43,23,0.927,2.28,32
3822,Thomas Greiss,20192020,31,16,0.913,2.74,33
3823,Thomas Greiss,20202021,34,8,0.912,2.7,34
3824,Tim Bernhardt,19821983,6,0,0.857,4.5,24
3825,Tim Bernhardt,19841985,37,13,0.878,3.75,26
3826,Tim Bernhardt,19851986,23,4,0.853,5.09,27
3827,Tim Bernhardt,19861987,1,0,0.571,9.0,28
3828,Tim Cheveldae,19881989,2,0,0.878,4.44,20
3829,Tim Cheveldae,19891990,28,10,0.882,3.79,21
3830,Tim Cheveldae,19901991,65,30,0.875,3.55,22
3831,Tim Cheveldae,19911992,72,38,0.886,3.2,23
3832,Tim Cheveldae,19921993,67,34,0.889,3.25,24
3833,Tim Cheveldae,19931994,44,21,0.882,3.64,25
3834,Tim Cheveldae,19941995,30,8,0.881,3.7,26
3835,Tim Cheveldae,19951996,30,8,0.883,3.93,27
3836,Tim Cheveldae,19961997,2,0,0.848,3.22,28
3837,Tim Thomas,20022003,4,3,0.907,3.01,28
3838,Tim Thomas,20052006,38,12,0.917,2.77,31
3839,Tim Thomas,20062007,66,30,0.905,3.13,32
3840,Tim Thomas,20072008,57,28,0.921,2.44,33
3841,Tim Thomas,20082009,54,36,0.933,2.1,34
3842,Tim Thomas,20092010,43,17,0.915,2.56,35
3843,Tim Thomas,20102011,57,35,0.938,2.0,36
3844,Tim Thomas,20112012,59,35,0.92,2.36,37
3845,Tim Thomas,20132014,48,18,0.908,2.88,39
3846,Timo Pielmeier,20102011,1,0,0.583,7.5,21
3847,Tobias Stephan,20072008,1,0,0.95,1.98,23
3848,Tobias Stephan,20082009,10,1,0.87,3.7,24
3849,Tom Askey,19971998,7,0,0.894,2.64,23
3850,Tom Barrasso,19831984,42,26,0.893,2.85,18
3851,Tom Barrasso,19841985,54,25,0.887,2.67,19
3852,Tom Barrasso,19851986,60,29,0.879,3.61,20
3853,Tom Barrasso,19861987,46,17,0.873,3.66,21
3854,Tom Barrasso,19871988,54,25,0.896,3.32,22
3855,Tom Barrasso,19881989,54,20,0.88,4.21,23
3856,Tom Barrasso,19891990,24,7,0.865,4.68,24
3857,Tom Barrasso,19901991,48,27,0.896,3.59,25
3858,Tom Barrasso,19911992,57,25,0.885,3.53,26
3859,Tom Barrasso,19921993,63,43,0.901,3.01,27
3860,Tom Barrasso,19931994,44,22,0.893,3.36,28
3861,Tom Barrasso,19941995,2,0,0.893,3.84,29
3862,Tom Barrasso,19951996,49,29,0.902,3.43,30
3863,Tom Barrasso,19961997,5,0,0.86,5.79,31
3864,Tom Barrasso,19971998,63,31,0.922,2.07,32
3865,Tom Barrasso,19981999,43,19,0.901,2.55,33
3866,Tom Barrasso,19992000,25,8,0.88,3.17,34
3867,Tom Barrasso,20012002,38,15,0.907,2.62,36
3868,Tom Barrasso,20022003,6,1,0.879,3.27,37
3869,Tom Draper,19881989,2,1,0.818,6.0,22
3870,Tom Draper,19891990,6,2,0.829,4.34,23
3871,Tom Draper,19911992,26,10,0.895,3.21,25
3872,Tom Draper,19921993,11,5,0.881,3.71,26
3873,Tom Draper,19931994,7,1,0.864,4.23,27
3874,Tom Draper,19951996,1,0,0.786,5.37,29
3875,Tom McCollum,20102011,1,0,0.625,12.31,21
3876,Tom McCollum,20142015,2,1,0.96,0.91,25
3877,Tomas Popperle,20062007,2,0,0.929,1.35,22
3878,Tomas Vokoun,19961997,1,0,0.714,12.0,20
3879,Tomas Vokoun,19981999,37,12,0.908,2.95,22
3880,Tomas Vokoun,19992000,33,9,0.904,2.78,23
3881,Tomas Vokoun,20002001,37,13,0.91,2.44,24
3882,Tomas Vokoun,20012002,29,5,0.903,2.69,25
3883,Tomas Vokoun,20022003,69,25,0.918,2.2,26
3884,Tomas Vokoun,20032004,73,34,0.909,2.53,27
3885,Tomas Vokoun,20052006,61,36,0.919,2.67,29
3886,Tomas Vokoun,20062007,44,27,0.92,2.4,30
3887,Tomas Vokoun,20072008,69,30,0.919,2.68,31
3888,Tomas Vokoun,20082009,59,26,0.926,2.49,32
3889,Tomas Vokoun,20092010,63,23,0.925,2.55,33
3890,Tomas Vokoun,20102011,57,22,0.922,2.55,34
3891,Tomas Vokoun,20112012,48,25,0.917,2.51,35
3892,Tomas Vokoun,20122013,20,13,0.919,2.45,36
3893,Tommy Salo,19941995,6,1,0.905,3.02,23
3894,Tommy Salo,19951996,10,1,0.86,4.01,24
3895,Tommy Salo,19961997,58,20,0.904,2.82,25
3896,Tommy Salo,19971998,62,23,0.906,2.64,26
3897,Tommy Salo,19981999,64,25,0.903,2.57,27
3898,Tommy Salo,19992000,70,27,0.914,2.33,28
3899,Tommy Salo,20002001,73,36,0.904,2.46,29
3900,Tommy Salo,20012002,69,30,0.913,2.22,30
3901,Tommy Salo,20022003,65,29,0.899,2.71,31
3902,Tommy Salo,20032004,49,18,0.897,2.56,32
3903,Tommy Soderstrom,19921993,44,20,0.892,3.42,23
3904,Tommy Soderstrom,19931994,34,6,0.864,4.01,24
3905,Tommy Soderstrom,19941995,26,8,0.902,3.11,25
3906,Tommy Soderstrom,19951996,51,11,0.878,3.87,26
3907,Tommy Soderstrom,19961997,1,0,,0.0,27
3908,Tony Esposito,19681969,13,5,0.919,2.75,25
3909,Tony Esposito,19691970,63,38,0.932,2.17,26
3910,Tony Esposito,19701971,57,35,0.919,2.27,27
3911,Tony Esposito,19711972,48,31,0.934,1.77,28
3912,Tony Esposito,19721973,56,32,0.917,2.52,29
3913,Tony Esposito,19731974,70,34,0.929,2.05,30
3914,Tony Esposito,19741975,71,34,0.906,2.75,31
3915,Tony Esposito,19751976,68,30,0.905,2.98,32
3916,Tony Esposito,19761977,69,25,0.901,3.46,33
3917,Tony Esposito,19771978,64,28,0.914,2.63,34
3918,Tony Esposito,19781979,63,24,0.902,3.28,35
3919,Tony Esposito,19791980,69,31,0.903,2.98,36
3920,Tony Esposito,19801981,66,29,0.89,3.76,37
3921,Tony Esposito,19811982,52,19,0.868,4.53,38
3922,Tony Esposito,19821983,39,23,0.887,3.47,39
3923,Tony Esposito,19831984,18,5,0.858,4.84,40
3924,Travis Scott,20002001,1,0,0.7,7.28,25
3925,Trevor Kidd,19911992,2,1,0.857,4.01,19
3926,Trevor Kidd,19931994,31,13,0.887,3.16,21
3927,Trevor Kidd,19941995,43,22,0.909,2.61,22
3928,Trevor Kidd,19951996,47,15,0.895,2.78,23
3929,Trevor Kidd,19961997,55,21,0.9,2.84,24
3930,Trevor Kidd,19971998,47,21,0.922,2.17,25
3931,Trevor Kidd,19981999,25,7,0.905,2.69,26
3932,Trevor Kidd,19992000,28,14,0.915,2.63,27
3933,Trevor Kidd,20002001,42,10,0.893,3.31,28
3934,Trevor Kidd,20012002,33,4,0.895,3.21,29
3935,Trevor Kidd,20022003,19,6,0.896,3.1,30
3936,Trevor Kidd,20032004,15,6,0.876,3.26,31
3937,Tristan Jarry,20162017,1,0,0.88,3.06,21
3938,Tristan Jarry,20172018,26,14,0.908,2.77,22
3939,Tristan Jarry,20182019,2,0,0.887,3.5,23
3940,Tristan Jarry,20192020,33,20,0.921,2.43,24
3941,Tristan Jarry,20202021,39,25,0.909,2.75,25
3942,Troy Gamble,19861987,1,0,0.818,4.03,19
3943,Troy Gamble,19881989,5,2,0.913,2.38,21
3944,Troy Gamble,19901991,47,16,0.879,3.45,23
3945,Troy Gamble,19911992,19,4,0.859,4.34,24
3946,Troy Grosenick,20142015,2,1,0.948,1.52,25
3947,Troy Grosenick,20202021,2,1,0.922,3.0,31
3948,Turk Broda,19501951,31,15,,2.23,36
3949,Turk Broda,19511952,1,0,,6.0,37
3950,Tuukka Rask,20072008,4,2,0.886,3.25,20
3951,Tuukka Rask,20082009,1,1,1.0,0.0,21
3952,Tuukka Rask,20092010,45,22,0.931,1.97,22
3953,Tuukka Rask,20102011,29,11,0.918,2.67,23
3954,Tuukka Rask,20112012,23,11,0.929,2.05,24
3955,Tuukka Rask,20122013,36,19,0.929,2.0,25
3956,Tuukka Rask,20132014,58,36,0.93,2.04,26
3957,Tuukka Rask,20142015,70,34,0.922,2.3,27
3958,Tuukka Rask,20152016,64,31,0.915,2.56,28
3959,Tuukka Rask,20162017,65,37,0.915,2.23,29
3960,Tuukka Rask,20172018,54,34,0.917,2.36,30
3961,Tuukka Rask,20182019,46,27,0.912,2.48,31
3962,Tuukka Rask,20192020,41,26,0.929,2.12,32
3963,Tuukka Rask,20202021,24,15,0.913,2.28,33
3964,Ty Conklin,20012002,4,2,0.939,1.63,25
3965,Ty Conklin,20032004,38,17,0.912,2.42,27
3966,Ty Conklin,20052006,18,8,0.88,2.8,29
3967,Ty Conklin,20062007,16,3,0.879,3.34,30
3968,Ty Conklin,20072008,33,18,0.923,2.51,31
3969,Ty Conklin,20082009,40,25,0.909,2.51,32
3970,Ty Conklin,20092010,26,10,0.921,2.48,33
3971,Ty Conklin,20102011,25,8,0.881,3.22,34
3972,Ty Conklin,20112012,15,5,0.884,3.28,35
3973,Tyler Bunz,20142015,1,0,0.75,9.0,22
3974,Tyler Moss,19971998,6,2,0.892,3.27,22
3975,Tyler Moss,19981999,11,3,0.922,2.51,23
3976,Tyler Moss,20002001,12,1,0.853,3.99,25
3977,Tyler Moss,20022003,1,0,0.929,2.67,27
3978,Tyler Weiman,20072008,1,0,1.0,0.0,23
3979,Tyrone Garner,19981999,3,0,0.838,5.18,20
3980,Ukko-Pekka Luukkonen,20202021,4,1,0.906,3.88,21
3981,Veini Vehvilainen,20202021,1,0,0.75,5.63,23
3982,Vesa Toskala,20012002,1,0,1.0,0.0,24
3983,Vesa Toskala,20022003,11,4,0.927,2.35,25
3984,Vesa Toskala,20032004,28,12,0.93,2.06,26
3985,Vesa Toskala,20052006,37,23,0.901,2.56,28
3986,Vesa Toskala,20062007,38,26,0.908,2.35,29
3987,Vesa Toskala,20072008,66,33,0.904,2.74,30
3988,Vesa Toskala,20082009,53,22,0.891,3.26,31
3989,Vesa Toskala,20092010,32,9,0.88,3.48,32
3990,Viktor Fasth,20122013,25,15,0.921,2.18,30
3991,Viktor Fasth,20132014,12,5,0.903,2.83,31
3992,Viktor Fasth,20142015,26,6,0.888,3.41,32
3993,Ville Husso,20202021,17,9,0.893,3.21,25
3994,Vincent Riendeau,19871988,1,0,0.773,8.24,21
3995,Vincent Riendeau,19881989,32,11,0.87,3.52,22
3996,Vincent Riendeau,19891990,43,17,0.883,3.51,23
3997,Vincent Riendeau,19901991,44,29,0.892,3.01,24
3998,Vincent Riendeau,19911992,5,3,0.898,3.2,25
3999,Vincent Riendeau,19921993,22,13,0.877,3.22,26
4000,Vincent Riendeau,19931994,26,9,0.866,3.31,27
4001,Vincent Riendeau,19941995,11,3,0.878,2.86,28
4002,Vincent Tremblay,19791980,10,2,0.858,5.13,19
4003,Vincent Tremblay,19801981,3,0,0.833,6.69,20
4004,Vincent Tremblay,19811982,40,10,0.871,4.52,21
4005,Vincent Tremblay,19821983,1,0,0.926,3.0,22
4006,Vincent Tremblay,19831984,4,0,0.83,6.02,23
4007,Vitali Yeremeyev,20002001,4,0,0.846,4.52,25
4008,Vitaly Kolesnik,20052006,8,3,0.888,3.24,26
4009,Vitek Vanecek,20202021,37,21,0.908,2.69,24
4010,Wade Dubielewicz,20032004,2,1,0.94,1.72,24
4011,Wade Dubielewicz,20052006,7,2,0.897,2.9,26
4012,Wade Dubielewicz,20062007,8,4,0.934,2.06,27
4013,Wade Dubielewicz,20072008,20,9,0.919,2.7,28
4014,Wade Dubielewicz,20082009,3,1,0.87,3.56,29
4015,Wade Dubielewicz,20092010,3,1,0.853,2.98,30
4016,Wade Flaherty,19911992,3,0,0.892,4.38,23
4017,Wade Flaherty,19921993,1,0,0.891,5.02,24
4018,Wade Flaherty,19941995,18,5,0.903,3.1,26
4019,Wade Flaherty,19951996,24,3,0.866,4.85,27
4020,Wade Flaherty,19961997,7,2,0.847,5.18,28
4021,Wade Flaherty,19971998,16,4,0.926,1.99,29
4022,Wade Flaherty,19981999,20,5,0.892,3.03,30
4023,Wade Flaherty,19992000,4,0,0.914,2.31,31
4024,Wade Flaherty,20002001,22,6,0.878,3.38,32
4025,Wade Flaherty,20012002,4,2,0.919,2.94,33
4026,Wade Flaherty,20022003,1,0,0.852,4.7,34
4027,Warren Sharples,19911992,1,0,0.9,3.69,23
4028,Warren Skorodenski,19811982,1,0,0.833,5.05,21
4029,Warren Skorodenski,19841985,27,11,0.903,3.23,24
4030,Warren Skorodenski,19851986,1,0,0.867,6.0,25
4031,Warren Skorodenski,19861987,3,1,0.922,2.71,26
4032,Warren Skorodenski,19871988,3,0,0.72,6.98,27
4033,Wayne Cowley,19931994,1,0,0.914,3.15,29
4034,Wayne Rutledge,19671968,45,21,0.897,2.88,25
4035,Wayne Rutledge,19681969,17,5,0.883,3.71,26
4036,Wayne Rutledge,19691970,20,2,0.891,4.27,27
4037,Wayne Stephenson,19711972,2,0,0.804,5.4,26
4038,Wayne Stephenson,19721973,45,18,0.897,3.04,27
4039,Wayne Stephenson,19731974,40,13,0.898,3.13,28
4040,Wayne Stephenson,19741975,12,7,0.894,2.73,29
4041,Wayne Stephenson,19751976,66,40,0.908,2.58,30
4042,Wayne Stephenson,19761977,21,12,0.913,2.31,31
4043,Wayne Stephenson,19771978,26,14,0.895,2.76,32
4044,Wayne Stephenson,19781979,40,20,0.871,3.36,33
4045,Wayne Stephenson,19791980,56,18,0.88,3.58,34
4046,Wayne Stephenson,19801981,20,4,0.866,3.92,35
